OBJECTID,NTD_ID,NTAD_NTD_ID,Agency_Name,Common_Name,City,State,Lon,Lat,In_Latest_NTAD_Upload,License,x,y
579,41030,41030,Mississippi State University,Starkville-MSU Area Rapid Transit,Mississippi State,MS,-88.79346912,33.45790564,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.7934691199402,33.4579056400243
580,41032,41032,City of Maysville,Maysville City Transit (MTS),Maysville,KY,-83.76003409,38.6453873,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.7600340897661,38.6453873002421
581,41043,41043,Mitchell County Transportation Authority,Mitchell County Transportation Authority (MCTA),Bakersville,NC,-82.15968797,36.0145622,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.1596879704074,36.01456220034
582,41048,41048,Kerr Area Transportation Authority,Kerr Area Regional Transportation System (KARTS),Henderson,NC,-78.42449252,36.34316975,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.4244925195752,36.3431697498675
583,41052,41052,City of Oxford,Oxford Transit,Oxford,MS,-89.53238755,34.37979293,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.5323875502513,34.379792929867
584,41053,41053,Murray-Calloway County Transit Authority,Murray Calloway County Transit Authority (MCTA),Murray,KY,-88.33038402,36.62567199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.3303840201733,36.6256719899827
585,41060,41060,City of Key West,Key West Transit,Key West,FL,-81.78916087,24.55288585,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.7891608703815,24.5528858498894
586,41069,41069,Cherokee County,Cherokee County Transit (CCT),Murphy,NC,-84.03315258,35.08696391,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.0331525803678,35.0869639103603
587,41082,41082,Transp. Administration of Cleveland County. Inc,Transportation Administration of Cleveland County (TACC),Shelby,NC,-81.51545351,35.31048533,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.5154535098566,35.3104853301296
588,41083,41083,City of Glasgow,Glasgow Transit System (GTS),Glasgow,KY,-85.91020229,36.99640263,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.9102022902702,36.9964026298139
589,41092,41092,Lowcountry Regional Transportation Authority,Palmetto Breeze,Bluffton,SC,-80.85234304,32.23014799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.8523430403964,32.2301479896962
590,41102,41102,City of Gatlinburg,Gatlinburg Mass Transit System,Gatlinburg,TN,-83.47926603,35.72573299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.4792660303969,35.7257329897033
591,41115,41115,Transylvania County,Transylvania County (TC),Brevard,NC,-82.73413998,35.23109379,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.7341399800627,35.2310937902541
592,41118,41118,Birmingham Regional Paratransit Consortium,Central Alabama's Specialized Transit (CLASTRAN),Birmingham,AL,-86.82286504,33.476554,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.8228650403062,33.4765539999279
593,41120,41120,City of Frankfort,Frankfort Public Transit,Frankfort,KY,-84.87882199,38.19475299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.8788219903619,38.1947529896735
594,41127,41127,AppalCart,AppalCart (AC),Boone,NC,-81.71927289,36.22719338,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.7192728898979,36.2271933797245
595,41136,41136,City of Pigeon Forge,Pigeon Forge Mass Transit (PFMT),Pigeon Forge,TN,-83.56284701,35.78991699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.562847010095,35.7899169902298
596,41153,41153,Big Bend Transit,Big Bend Transit (BBT),Tallahassee,FL,-84.33389804,30.41695902,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.3338980397785,30.4169590198348
597,41157,41157,County of Citrus,Citrus County Transit (CCT),Inverness,FL,-82.32978297,28.83684802,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.3297829696306,28.8368480198578
598,41167,41167,Jackson County,Jackson County Transit (JCT),Sylva,NC,-83.22603029,35.37924825,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.2260302897452,35.3792482497446
599,41170,41170,Baker Council on Aging,Baker Council on Aging (BCCOA),Macclenny,FL,-82.12597398,30.26464898,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.1259739804021,30.2646489799585
600,41191,41191,Macon County,Macon County Transit (MCT),Franklin,NC,-83.38171727,35.18199897,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.3817172703135,35.1819989698652
601,41199,41199,Board of County Commissioners of St. Lucie County,Area Regional Transit ,Fort Pierce,FL,-80.34841397,27.42643598,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.3484139701119,27.4264359797664
602,42000,42000,Atlanta-Region Transit Link Authority,Atlanta-region Transit Link (ATL),Atlanta,GA,-84.38562997,33.76119099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.3856299697305,33.761190989737
603,44913,44913,Eastern Band of Cherokee Indians,EBCI Transit,Cherokee,NC,-83.31808295,35.48301156,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.3180829503079,35.4830115599649
604,44929,44929,City of Fort Lauderdale,LauderGO! Water Trolley,Fort Lauderdale,FL,-80.14324501,26.12367998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.1432450096967,26.1236799800981
605,44932,44932,City of Tamarac,Tamarac Community Shuttle,Tamarac,FL,-80.27279001,26.21383598,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.2727900102823,26.2138359796674
606,44938,44938,Central Florida Regional Planning Council,DeSoto Arcadia Regional Transit,Bartow,FL,-81.83942102,27.89779399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.8394210203348,27.8977939898356
607,44941,44941,Municipality of Jayuya,Municipio de Jayuya,Jayuya,PR,-66.5884748,18.21066185,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-66.5884747996701,18.210661849724
608,44942,44942,Municipality of Coamo,Municipality of Coamo,Coamo,PR,-66.356949,18.08065799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-66.3569490002226,18.0806579899753
609,44943,44943,Municipality of Vieques,Municipality of Vieques,Vieques,PR,-65.44160502,18.14961499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-65.4416050198119,18.1496149901374
610,44944,44944,City of Scottsville,Scottsville City Transit,Scottsville,KY,-86.19172399,36.75393699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.1917239903487,36.7539369897982
611,44947,44947,County of Hyde,Hyde County Transit,Swanquarter,NC,-76.3288293,35.40566855,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.3288292997961,35.4056685500501
612,44958,44958,North Carolina Department of Transportation -- Ferry Division,NC Ferry System,Raleigh,NC,-78.63752672,35.77993193,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.6375267198846,35.7799319302483
613,44976,44976,Municipality of Patillas,Municipality of Patillas,Patillas,PR,-66.01574997,18.005381,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-66.0157499700318,18.0053809996781
614,44980,44980,Hendry Co. BOCC,STREAM,Labelle,FL,-81.43815702,26.761251,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.4381570199186,26.7612509996854
615,44984,44984,City of Henderson KY,Henderson Area Rapid Transit,Henderson,KY,-87.58872142,37.8433523,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.5887214199255,37.8433523001723
616,50001,50001,City of Appleton,Valley Transit,Appleton,WI,-88.406917,44.26225399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.4069169996119,44.2622539902101
617,50002,50002,City of Green Bay,Green Bay Metro (GBM),Green Bay,WI,-88.01282103,44.51339601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.0128210296486,44.5133960099338
618,50003,50003,City of Kenosha,Kenosha Area Transit (KAT),Kenosha,WI,-87.82071402,42.58738499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.8207140199272,42.587384990134
619,50004,50004,City of La Crosse,Municipal Transit Utility (MTU),La Crosse,WI,-91.24825402,43.81652299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-91.2482540201646,43.8165229900415
620,50005,50005,City of Madison,Metro Transit,Madison,WI,-89.38242703,43.07240101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.382427029582,43.0724010098341
621,50006,50006,"City of Racine, Wisconsin",RYDE Racine,Racine,WI,-87.78995403,42.72580998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.7899540301393,42.7258099799936
622,50007,50007,Bay Mills Indian Community,Bay Mills Public Transportation ,Brimley,MI,-84.62254999,46.46590302,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.622549989864,46.4659030202319
623,50008,50008,Milwaukee County,Milwaukee County Transit System (MCTS),Milwaukee,WI,-87.92448041,43.0403158,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.9244804099609,43.0403157997935
624,50009,50009,"City of Oshkosh, Wisconsin",GO Transit,Oshkosh,WI,-88.54147999,44.020717,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.5414799902729,44.020716999925
625,50010,50010,METRO Regional Transit Authority,METRO,Akron,OH,-81.54070298,41.04915601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.5407029803668,41.0491560099016
626,50011,50011,Stark Area Regional Transit Authority,Stark Area Regional Transit Authority (SARTA),Canton,OH,-81.36645998,40.781253,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.3664599797766,40.7812530000206
627,50012,50012,Southwest Ohio Regional Transit Authority,Metro,Cincinnati,OH,-84.51403603,39.10185601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.514036029605,39.1018560099022
628,50015,50015,The Greater Cleveland Regional Transit Authority,Regional Transit Authority (RTA),Cleveland,OH,-81.69988899,41.500514,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.6998889896966,41.5005139998536
629,50016,50016,Central Ohio Transit Authority,Central Ohio Transit Authority (COTA),Columbus,OH,-83.00131197,39.96298801,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.0013119702332,39.96298801023
630,50017,50017,Greater Dayton Regional Transit Authority,Greater Dayton RTA (GDRTA),Dayton,OH,-84.19121198,39.75926699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.1912119801603,39.759266989716
631,50019,50019,City of Middletown,Middletown Transit System (MTS),Middletown,OH,-84.40429697,39.51682199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.4042969703176,39.5168219901015
632,50020,50020,"City of Springfield, Ohio",Springfield City Area Transit (SCAT),Springfield,OH,-83.80978199,39.92368699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.8097819898017,39.9236869900821
633,50021,50021,Portage Area Regional Transportation Authority,Portage Area Regional Transportation Authority (PARTA),Kent,OH,-81.319423,41.13626,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.319423000334,41.1362600000454
634,50022,50022,Toledo Area Regional Transit Authority,Toledo Area Regional Transit Authority (TARTA),Toledo,OH,-83.56992603,41.67700901,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.5699260300796,41.6770090099488
635,50024,50024,Western Reserve Transit Authority,Western Reserve Transit Authority (WRTA),Youngstown,OH,-80.66007098,41.10236199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.6600709796146,41.1023619900221
636,50025,50025,Duluth Transit Authority,Duluth Transit Authority (DTA),Duluth,MN,-92.12798697,46.76259599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-92.1279869699125,46.7625959898196
637,50026,50026,City of Moorhead,Metropolitan Area Transit (MATBUS),Moorhead,MN,-96.77240397,46.8759,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-96.7724039701674,46.8759000001122
638,50027,50027,Metro Transit,Metro ,Minneapolis,MN,-93.28371899,44.98544698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-93.2837189902729,44.9854469798032
639,50028,50028,St. Cloud Metropolitan Transit Commission,Metro Bus,Saint Cloud,MN,-94.14945802,45.57596099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-94.149458019559,45.5759609899091
640,50029,50029,Bay Metropolitan Transit Authority,Bay Metro,Bay City,MI,-83.87157397,43.60699502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.8715739702625,43.6069950199309
641,50030,50030,City of Battle Creek,Battle Creek Transit (BCT),Battle Creek,MI,-85.17909596,42.31692,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.1790959600127,42.3169200001982
642,50031,50031,Suburban Mobility Authority for Regional Transportation,Suburban Mobility Authority for Regional Transportation (SMART),Detroit,MI,-83.04693199,42.32941599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.0469319902657,42.3294159897673
643,50032,50032,Mass Transportation Authority,MTA Flint,Flint,MI,-83.65152504,43.01449899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.6515250396984,43.0144989898751
644,50033,50033,Interurban Transit Partnership,The Rapid,Grand Rapids,MI,-85.67286298,42.95764102,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.6728629796811,42.9576410197387
645,50034,50034,City of Jackson Transportation Authority,Jackson Area Transportation Authority (JATA),Jackson,MI,-84.36816602,42.23232099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.3681660199213,42.2323209902575
646,50035,50035,Central County Transportation Authority,Metro Transit,Kalamazoo,MI,-85.58416501,42.296261,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.5841650101734,42.296261000216
647,50036,50036,Capital Area Transportation Authority,Capital Area Transportation Authority (CATA),Lansing,MI,-84.53384096,42.68714099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.5338409602985,42.6871409900239
648,50037,50037,County of Muskegon,Muskegon Area Transit System (MATS),Muskegon,MI,-86.157959,43.23668199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.1579590002898,43.2366819903211
649,50038,50038,City of Niles,Niles Dial-A-Ride (DART),Niles,MI,-86.25701902,41.83158798,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.2570190204302,41.8315879801538
650,50039,50039,Saginaw Transit Authority Regional Service,Saginaw Transit Authority Regional Service (STARS),Saginaw,MI,-83.93282296,43.43524899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.9328229595582,43.435248990299
651,50040,50040,Ann Arbor Area Transportation Authority,Ann Arbor Area Transportation Authority (AAATA),Ann Arbor,MI,-83.73219197,42.247581,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.7321919699548,42.2475809998344
652,50042,50042,City of East Chicago,East Chicago Transit (ECT),East Chicago,IN,-87.43411642,41.61435152,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.4341164196928,41.6143515203023
653,50043,50043,City of Evansville,Metropolitan Evansville Transit System (METS),Evansville,IN,-87.56657597,37.97423698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.5665759700817,37.9742369799807
654,50044,50044,Fort Wayne Public Transportation Corporation,Citilink,Fort Wayne,IN,-85.17055899,41.08134701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.1705589895934,41.0813470099756
655,50045,50045,Gary Public Transportation Corporation,Gary Public Transportation Corporation (GPTC),Gary,IN,-87.33858833,41.603936,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.3385883300095,41.6039359998125
656,50047,50047,Bloomington-Normal Public Transit System,Connect Transit,Normal,IL,-89.03669247,40.49537754,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.0366924702004,40.4953775398551
657,50050,50050,Indianapolis and Marion County Public Transportation,IndyGo,Indianapolis,IN,-86.18846896,39.76529299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.1884689601881,39.765292990056
658,50051,50051,Greater Lafayette Public Transportation Corporation,CityBus,Lafayette,IN,-86.892334,40.42949901,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.8923339998288,40.4294990101885
659,50052,50052,South Bend Public Transportation Corporation,Transpo,South Bend,IN,-86.25492597,41.65953898,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.2549259700727,41.6595389798533
660,50053,50053,City of Terre Haute,Terre Haute Transit Utility (THTU),Terre Haute,IN,-87.39582604,39.457688,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.3958260397276,39.4576879998503
661,50054,50054,Muncie Indiana Transit System,Muncie Indiana Transit System (MITS),Muncie,IN,-85.37230998,40.18985298,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.3723099798284,40.1898529802417
662,50056,50056,Greater Peoria Mass Transit District,CityLink,Peoria,IL,-89.56817001,40.70866001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.568170010013,40.70866000984
663,50057,50057,Rock Island County Metropolitan Mass Transit District,MetroLink,Moline,IL,-90.51715903,41.50851,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-90.5171590302393,41.5085099998307
664,50058,50058,Rockford Mass Transit District,Rockford Mass Transit District (RMTD),Rockford,IL,-89.09746001,42.27320498,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.0974600101145,42.2732049798693
665,50059,50059,Springfield Mass Transit District,Springfield Mass Transit District (SMTD),Springfield,IL,-89.64306298,39.79145002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.6430629801531,39.7914500198253
666,50060,50060,Champaign-Urbana Mass Transit District,Champaign Urbana Mass Transit District (C-U MTD),Urbana,IL,-88.19611398,40.115348,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.1961139800079,40.1153479999898
667,50061,50061,"City of Decatur, Il",Decatur Public Transit System (DPTS),Decatur,IL,-88.95239902,39.84526502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.9523990195824,39.8452650198105
668,50066,50066,Chicago Transit Authority,Chicago Transit Authority (CTA),Chicago,IL,-87.64233304,41.88528698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.6423330395751,41.8852869800627
669,50088,50088,City of Sheboygan,Shoreline Metro,Sheboygan,WI,-87.71414399,43.75112,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.7141439896885,43.7511200003147
670,50090,50090,Richland County Transit,Richland County Transit (RCT),Mansfield,OH,-82.51603197,40.75895298,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.5160319701627,40.758952979948
671,50091,50091,"City of Wausau, Wisconsin",Metro Ride,Wausau,WI,-89.6260022,44.95531563,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.6260021996333,44.9553156297161
672,50092,50092,"City of Rochester, Minnesota",Rochester Public Transit (RPT),Rochester,MN,-92.45934498,44.02035,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-92.4593449804203,44.0203500003193
673,50093,50093,Lima Allen County Regional Transit Authority,Allen County RTA,Lima,OH,-84.10288398,40.74119601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.1028839800057,40.7411960100011
674,50095,50095,Lorain County,Lorain County Transit (LCT),Elyria,OH,-82.10600996,41.36567399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.1060099598684,41.3656739898996
675,50096,50096,City of Waukesha,Waukesha Metro Transit,Waukesha,WI,-88.23454702,43.01540599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.2345470196267,43.0154059901503
676,50098,50098,City of Michigan,Michigan City Transit ,Michigan City,IN,-86.90257602,41.72025301,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.9025760202682,41.7202530100304
677,50099,50099,City of Eau Claire,Eau Claire Transit (ECT),Eau Claire,WI,-91.49841804,44.81194498,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-91.4984180399742,44.8119449797018
678,50104,50104,Northern Indiana Commuter Transportation District,South Shore Line,Chesterton,IN,-87.060925,41.64469501,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.0609250000774,41.6446950098593
679,50108,50108,City of Janesville,Janesville Transit System (JTS),Janesville,WI,-89.02680702,42.68213398,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.0268070198434,42.6821339800193
680,50109,50109,City of Beloit,Beloit Transit System (BTS),Beloit,WI,-89.03697997,42.49758098,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.0369799697188,42.4975809802325
681,50110,50110,Bloomington Public Transportation Corporation,Bloomington Transit (BT),Bloomington,IN,-86.53419432,39.1534111,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.5341943199229,39.1534111001314
682,50113,50113,"Pace, the Suburban Bus Division of the Regional Transportation Authority",Pace Suburban Bus,Arlington Heights,IL,-87.98881602,42.04866599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.988816019556,42.0486659903045
683,50117,50117,Laketran,Laketran,Painesville,OH,-81.283671,41.73158299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.2836709997487,41.7315829899424
684,50118,50118,Northeast Illinois Regional Commuter Railroad Corporation,Metra,Chicago,IL,-87.64135604,41.87773501,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.641356039957,41.8777350098016
685,50119,50119,City of Detroit,Detroit Department of Transportation (DDOT),Detroit,MI,-83.04369096,42.32967298,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.0436909603488,42.3296729797806
686,50132,50132,Twin Cities Area Transportation Authority,Twin Cities Area Transportation Authority (TCATA),Benton Harbor,MI,-86.45202198,42.11652998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.4520219803369,42.1165299800006
687,50141,50141,Detroit Transportation Corporation,Detroit People Mover,Detroit,MI,-83.04693199,42.32941599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.0469319902657,42.3294159897673
688,50142,50142,Steel Valley Regional Transit Authority,Steel Valley RTA (SVRTA),Steubenville,OH,-80.61753199,40.35901701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.6175319896654,40.3590170099429
689,50145,50145,City of Kokomo,City Line Trolley,Kokomo,IN,-86.12963203,40.48614102,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.1296320300752,40.4861410200367
690,50146,50146,Madison County Transit District,Madison County Transit (MCT),Pontoon Beach,IL,-90.07572866,38.76136108,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-90.0757286603209,38.7613610800107
691,50148,50148,Blue Water Area Transportation Commission,Blue Water Area Transit,Port Huron,MI,-82.44691303,42.97907799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.4469130302074,42.9790779900873
692,50149,50149,Michiana Area Council of Governments,Interurban Trolley,South Bend,IN,-86.25308397,41.67539201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.253083970091,41.6753920099484
693,50154,50154,Metropolitan Council,Met Council (MC),Saint Paul,MN,-93.28371899,44.98544698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-93.2837189902729,44.9854469798032
694,50157,50157,Butler County Regional Transit Authority,Butler County Regional Transit Authority (BCRTA),Hamilton,OH,-84.51687297,39.37232301,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.5168729703576,39.3723230100823
695,50158,50158,University of Michigan Parking and Transportation Services,University of Michigan Transportation Services (UMTS),Ann Arbor,MI,-83.743572,42.27554299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.7435719995522,42.2755429896699
696,50159,50159,River Valley Metro Mass Transit District,River Valley Metro Mass Transit District (RVMMTD),Bourbonnais,IL,-87.85332004,41.193008,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.8533200404375,41.1930079996829
697,50163,50163,"Licking County, Ohio",Licking County Transit (LCT),Newark,OH,-82.37132342,40.06010909,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.3713234201577,40.0601090901743
698,50164,50164,City of Sandusky,Sandusky Transit System (STS),Sandusky,OH,-82.71083804,41.455976,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.7108380400205,41.4559760002796
699,50166,50166,"Clermont County, Ohio",Clermont Transportation Connection (CTC),Batavia,OH,-84.17870702,39.07759702,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-84.178707019977,39.077597020209
700,50171,50171,"Fond du Lac, Wisconsin",Fond du Lac Area Transit  (FDLAT),Fond Du Lac,WI,-88.44900698,43.77406001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.449006980141,43.774060010085
701,50174,50174,City of Danville,Danville Mass Transit (DMT),Danville,IL,-87.63085,40.12477002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.6308500001641,40.1247700198511
702,50176,50176,City of DeKalb,DeKalb Public Transit,Dekalb,IL,-88.75301316,41.93026247,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.7530131596415,41.9302624698518
703,50177,50177,City of Columbus,ColumBus Transit,Columbus,IN,-85.92033004,39.19986401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.9203300396155,39.1998640100174
704,50183,50183,City of Valparaiso,Valpo Transit,Valparaiso,IN,-87.06318301,41.46805298,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-87.0631830098672,41.4680529796805
705,50184,50184,Macatawa Area Express Transportation Authority,Macatawa Area Express (MAX),Holland,MI,-86.09679902,42.79104202,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.0967990196657,42.7910420199854
706,50186,50186,Lawrence County Port Authority,Lawrence County Transit (LCT),Ironton,OH,-82.57829501,38.42666299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.5782950100905,38.426662989742
707,50196,50196,Harbor Transit Multi-Modal Transportation System,Harbor Transit,Grand Haven,MI,-86.21432102,43.06576099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.2143210196926,43.0657609898231
708,50204,50204,Jackson County Mass Transit District,JAX Mass Transit,Carbondale,IL,-89.20863847,37.72228848,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.208638469626,37.7222884799154
709,50205,50205,City of Mankato,Mankato Transit System (MTS),Mankato,MN,-94.00499488,44.16575668,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-94.0049948803064,44.1657566801112
710,50209,50209,Central Indiana Regional Transportation Authority,Central Indiana Regional Transportation Authority (CIRTA),Indianapolis,IN,-86.15842001,39.771889,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.1584200103037,39.7718889997622
711,50211,50211,Rides Mass Transit District,Rides Mass Transit District (RMTD),Harrisburg,IL,-88.54028,37.73547,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-88.5402800000551,37.73547000022
